idx,question,answer,type,level,gold_idx,gold_titles,answer_aliases
5ab42b905542992339550040,What kind of music did Firework's artist make before getting into pop?,gospel,bridge,hard,"hotpotqa_5ab42b905542992339550040_3,hotpotqa_5ab42b905542992339550040_6","[""Firework (song)"", ""Katy Perry""]",[]
5a83155c55429954d2e2ec0e,What type of radio stations played songs by the group who released the album Holiday Harmony?,pop/soft rock stations,bridge,hard,"hotpotqa_5a83155c55429954d2e2ec0e_5,hotpotqa_5a83155c55429954d2e2ec0e_6","[""Holiday Harmony"", ""America (band)""]",[]
5a77b6c85542992a6e59df96,"What professional baseball player who played for the Brooklyn Robbins in 1928 and 1929, attended college in Denton, Texas?",Walter Maxwell West Sr.,bridge,hard,"hotpotqa_5a77b6c85542992a6e59df96_4,hotpotqa_5a77b6c85542992a6e59df96_6","[""Max West (1920s outfielder)"", ""University of North Texas""]",[]
5abdf06355429976d4830a2d,In Ancient Egyptian religion how would a citizen be weighted to decide if they where worthy of damnation and would face the torment in the lake of fire ?,against the feather of truth,bridge,hard,"hotpotqa_5abdf06355429976d4830a2d_7,hotpotqa_5abdf06355429976d4830a2d_0","[""Damnation"", ""Ancient Egyptian religion""]",[]
5ae291bb5542996483e649f6,"What are the publishing years of this American and New York based film magazine published by Hachette Filipacchi Media U.S., where April Bernard worked as senior editor?",between 1987 and 2010,bridge,hard,"hotpotqa_5ae291bb5542996483e649f6_5,hotpotqa_5ae291bb5542996483e649f6_0","[""April Bernard"", ""Premiere (magazine)""]",[]
5ac344d6554299741d48a23f,What is the gross leasable area of the shopping mall served by the Merrick Boulevard buses?,1800000 sqft,bridge,hard,"hotpotqa_5ac344d6554299741d48a23f_1,hotpotqa_5ac344d6554299741d48a23f_8","[""Merrick Boulevard buses"", ""Green Acres Mall""]",[]
5ac4f42b55429924173fb50d,"Which beverage is ignited prior to consumption, Flaming beverage or Blue Hawaii",Flaming beverages,comparison,hard,"hotpotqa_5ac4f42b55429924173fb50d_2,hotpotqa_5ac4f42b55429924173fb50d_3","[""Flaming beverage"", ""Blue Hawaii (drink)""]",[]
5a75e29f5542992d0ec0600c,"What Actor whose birth name was Charles Dennis Buchinsky, was part of the Leslie Nielsen comedy?",Charles Bronson,bridge,hard,"hotpotqa_5a75e29f5542992d0ec0600c_7,hotpotqa_5a75e29f5542992d0ec0600c_1","[""Allan A. Goldstein"", ""Charles Bronson""]",[]
5ae397df5542994393b9e71f,"What major landform lended its name to both the Blue Ridge Music Center, and American's longest linear park?",469 mi,bridge,hard,"hotpotqa_5ae397df5542994393b9e71f_1,hotpotqa_5ae397df5542994393b9e71f_8","[""Blue Ridge Music Center"", ""Blue Ridge Parkway""]",[]
5a825b0e55429954d2e2eb0c,The Lucy Maud Montgomery novel about the character Anne Shirley was first translated into Japanese by what woman?,Hanako Muraoka,bridge,hard,"hotpotqa_5a825b0e55429954d2e2eb0c_3,hotpotqa_5a825b0e55429954d2e2eb0c_6","[""Hanako to Anne"", ""Anne of Green Gables""]",[]
5ab56b9b5542997d4ad1f113,"What is this fictional scientifically and technologically advanced militaristic alien race, from which Sequoia descends, is called?",the Ruul,bridge,hard,"hotpotqa_5ab56b9b5542997d4ad1f113_4,hotpotqa_5ab56b9b5542997d4ad1f113_3","[""Sequoia (comics)"", ""Kree""]",[]
5ae1f48d554299234fd0436b,AnnoZero had a collaborator who is a member of which ancient aristocratic house?,House of Borromeo,bridge,hard,"hotpotqa_5ae1f48d554299234fd0436b_8,hotpotqa_5ae1f48d554299234fd0436b_2","[""AnnoZero"", ""Beatrice Borromeo""]",[]
5a8760e75542996e4f3087af,"What Friday night programming block included what collective series that includes ""Whatever Happened to... Robot Jones?""?",Cartoon Cartoon Fridays,bridge,hard,"hotpotqa_5a8760e75542996e4f3087af_6,hotpotqa_5a8760e75542996e4f3087af_7","[""Whatever Happened to... Robot Jones?"", ""Cartoon Cartoons""]",[]
5a8f51185542992414482a3d,The primary jockey of Binocular was Champion Jockey how many consecutive times?,20,bridge,hard,"hotpotqa_5a8f51185542992414482a3d_3,hotpotqa_5a8f51185542992414482a3d_5","[""Binocular (horse)"", ""Tony McCoy""]",[]
5ade66dd55429975fa854ebe,SMS Emden mounted a symbol on her stem-head from what Kingdom?,Prussia,bridge,hard,"hotpotqa_5ade66dd55429975fa854ebe_7,hotpotqa_5ade66dd55429975fa854ebe_4","[""SMS Emden (1916)"", ""Iron Cross""]",[]
5ae256435542992decbdccc3,"In what year did the playwright who wrote ""The City Heiress"" die?",1689,bridge,hard,"hotpotqa_5ae256435542992decbdccc3_3,hotpotqa_5ae256435542992decbdccc3_4","[""The City Heiress"", ""Aphra Behn""]",[]
5ae1d52f554299234fd04315,Thursday Night Showcase is sponsored by the firm that is headquartered in what city?,"Baltimore, Maryland",bridge,hard,"hotpotqa_5ae1d52f554299234fd04315_5,hotpotqa_5ae1d52f554299234fd04315_8","[""Thursday Night Showcase"", ""T. Rowe Price""]",[]
5a747a3755429974ef308c09,What two occupations did Scott Weiland and Richard Hawley have in common?,singer and songwriter,comparison,hard,"hotpotqa_5a747a3755429974ef308c09_6,hotpotqa_5a747a3755429974ef308c09_9","[""Scott Weiland"", ""Richard Hawley""]",[]
5a7ec6f355429934daa2fc61,"Which magazine is based out of more countries, Adventist World or Baseball Digest?",Adventist World,comparison,hard,"hotpotqa_5a7ec6f355429934daa2fc61_7,hotpotqa_5a7ec6f355429934daa2fc61_4","[""Adventist World"", ""Baseball Digest""]",[]
5ab69f9a554299710c8d1ef8,"The fictional private detective that appears in ""The Adventure of the Seven Clocks"" what written by whom?",Sir Arthur Conan Doyle,bridge,hard,"hotpotqa_5ab69f9a554299710c8d1ef8_3,hotpotqa_5ab69f9a554299710c8d1ef8_8","[""The Adventure of the Seven Clocks"", ""Sherlock Holmes""]",[]
5a75e814554299109176e5c7,"Which Republican Chairman was born June 1, 1956? ",Gregg Harper,bridge,hard,"hotpotqa_5a75e814554299109176e5c7_0,hotpotqa_5a75e814554299109176e5c7_3","[""Charlie Ross (state senator)"", ""Gregg Harper""]",[]
5ab3c53955429969a97a81b9,Who won the special election in 2014 to replace Bill Young?,David Jolly,bridge,hard,"hotpotqa_5ab3c53955429969a97a81b9_8,hotpotqa_5ab3c53955429969a97a81b9_1","[""Rod Smith (politician)"", ""Alex Sink""]",[]
5ab46f4e5542991751b4d770,Who provided the source material for the 2015 Australian revenge comedy-drama film in which Rebecca Gibney featured? ,Rosalie Ham,bridge,hard,"hotpotqa_5ab46f4e5542991751b4d770_7,hotpotqa_5ab46f4e5542991751b4d770_5","[""Rebecca Gibney"", ""The Dressmaker (2015 film)""]",[]
5ae3dfb05542992e3233c490,The 1991–92 NBA season included an Achilles tendon injury to which nine-time NBA All-Star?,Jacques Dominique Wilkins,bridge,hard,"hotpotqa_5ae3dfb05542992e3233c490_7,hotpotqa_5ae3dfb05542992e3233c490_1","[""1991\u201392 Atlanta Hawks season"", ""Dominique Wilkins""]",[]
5ac13f425542991316484a96,"Which airport is used for both public and military, Shenandoah Valley Regional Airport or Louisville International Airport?",Louisville International Airport,comparison,hard,"hotpotqa_5ac13f425542991316484a96_9,hotpotqa_5ac13f425542991316484a96_2","[""Shenandoah Valley Regional Airport"", ""Louisville International Airport""]",[]
5ab5d2ac5542992aa134a3a6,Tom Araya and Marcus Mumford were both what?,musician,comparison,hard,"hotpotqa_5ab5d2ac5542992aa134a3a6_5,hotpotqa_5ab5d2ac5542992aa134a3a6_1","[""Tom Araya"", ""Marcus Mumford""]",[]
5ac286c055429963665199f8,"Grammy winner for song of the year, also put out a 1971 album by the Carpenters, but what song did he win an Academy Award for Best Original Songs?",A Star Is Born,bridge,hard,"hotpotqa_5ac286c055429963665199f8_4,hotpotqa_5ac286c055429963665199f8_7","[""Let Me Be the One (The Carpenters song)"", ""Paul Williams (songwriter)""]",[]
5abb0b5c5542996cc5e49f79, New Hampshire Northcoast Corporation interchanges cars with which holding company of Class II regional railroads?,Pan Am Railways,bridge,hard,"hotpotqa_5abb0b5c5542996cc5e49f79_1,hotpotqa_5abb0b5c5542996cc5e49f79_3","[""New Hampshire Northcoast Corporation"", ""Pan Am Railways""]",[]
5a90937955429933b8a20568,The father of Manning Marius Kimmel retired from the Navy in what year?,1942,bridge,hard,"hotpotqa_5a90937955429933b8a20568_6,hotpotqa_5a90937955429933b8a20568_7","[""Manning Kimmel"", ""Husband E. Kimmel""]",[]
5a7a5ccf55429941d65f25d7,Who is older Charles R. Black Jr. or Paul Manafort?,Charles R. Black Jr.,bridge,hard,"hotpotqa_5a7a5ccf55429941d65f25d7_1,hotpotqa_5a7a5ccf55429941d65f25d7_9","[""Charles R. Black Jr."", ""Paul Manafort""]",[]
5a80d6be55429938b6142206,What university did the winner of the 2014 CFL's Most Outstanding Defensive Player Award attend?,University of Hawaii at Manoa,bridge,hard,"hotpotqa_5a80d6be55429938b6142206_5,hotpotqa_5a80d6be55429938b6142206_8","[""Solomon Elimimian"", ""Hawaii Rainbow Warriors football""]",[]
5ae7e8b855429952e35ea9dd,"What single was released by a American country singer, songwriter and multi-instrumentalist on MCA Nashville in 2000?",Feels Like Love,bridge,hard,"hotpotqa_5ae7e8b855429952e35ea9dd_6,hotpotqa_5ae7e8b855429952e35ea9dd_3","[""Let's Make Sure We Kiss Goodbye"", ""Vince Gill""]",[]
5a895f6155429946c8d6e914,What was the position in the United States Army of the Lieutenant general that Confederate General Robert E. Lee surrendered to?,Commanding General,bridge,hard,"hotpotqa_5a895f6155429946c8d6e914_0,hotpotqa_5a895f6155429946c8d6e914_1","[""Lee's Farewell Address"", ""Ulysses S. Grant""]",[]
5abda8d55542992ac4f382e7,Who is the sister of Princess Zein and the daughter of a British woman?,Princess Aisha bint Hussein,bridge,hard,"hotpotqa_5abda8d55542992ac4f382e7_6,hotpotqa_5abda8d55542992ac4f382e7_3","[""Princess Aisha bint Hussein"", ""Princess Muna al-Hussein""]",[]
5abdce1b5542993062266cfe,What Minnesota county is the University of Minnesota in?,Hennepin County,bridge,hard,"hotpotqa_5abdce1b5542993062266cfe_8,hotpotqa_5abdce1b5542993062266cfe_5","[""Sydney Anderson"", ""Minneapolis""]",[]
5ac2c338554299657fa29039,How many personnel does the Navy that had Gilliam-class atttack transports have on active duty?,"322,421 personnel on active duty",bridge,hard,"hotpotqa_5ac2c338554299657fa29039_1,hotpotqa_5ac2c338554299657fa29039_7","[""USS Carlisle (APA-69)"", ""United States Navy""]",[]
5ade64c7554299728e26c710,Is Northeast Florida Regional Airport farther from St. Augustine than Glacier Park International Airport is to Kalispell?,no,comparison,hard,"hotpotqa_5ade64c7554299728e26c710_0,hotpotqa_5ade64c7554299728e26c710_3","[""Northeast Florida Regional Airport"", ""Glacier Park International Airport""]",[]
5a8646ec5542991e771815f2,Stig Lennart Blomqvist drove which car produced by German automobile manufacturer?,Audi,bridge,hard,"hotpotqa_5a8646ec5542991e771815f2_0,hotpotqa_5a8646ec5542991e771815f2_5","[""Stig Blomqvist"", ""Audi Quattro""]",[]
5a89d48c554299515336132e,"What Electoral Division in Victoria contained a suburb of Melbourne with a population of 25,147 at the 2016 Census?",The Division of Fawkner,bridge,hard,"hotpotqa_5a89d48c554299515336132e_8,hotpotqa_5a89d48c554299515336132e_9","[""Division of Fawkner"", ""South Yarra, Victoria""]",[]
5a84c5545542991dd0999dee,When did the car depicted on the cover of Pentastar: In the Style of Demons cease production?,1974,bridge,hard,"hotpotqa_5a84c5545542991dd0999dee_2,hotpotqa_5a84c5545542991dd0999dee_8","[""Pentastar: In the Style of Demons"", ""Plymouth Barracuda""]",[]
5a8d40585542994ba4e3dc39,When was the younger brother of Farshid Karimi born ?,8 November 1978,bridge,hard,"hotpotqa_5a8d40585542994ba4e3dc39_7,hotpotqa_5a8d40585542994ba4e3dc39_3","[""Farshid Karimi"", ""Ali Karimi""]",[]
5abbee315542993f40c73c1d,Could you read both Bicycling and National Review,yes,comparison,hard,"hotpotqa_5abbee315542993f40c73c1d_8,hotpotqa_5abbee315542993f40c73c1d_0","[""Bicycling (magazine)"", ""National Review""]",[]
5abbbaca55429931dba144ca,"Honeymoon Academy starred Robert hays, which award did his co-star win?",Golden Globe for Best Supporting Actress,bridge,hard,"hotpotqa_5abbbaca55429931dba144ca_5,hotpotqa_5abbbaca55429931dba144ca_0","[""Honeymoon Academy"", ""Kim Cattrall""]",[]
5ab520645542991779162d85,"The comedian who starred in ""Gone Are the Dayes"" made his big break in which show?",The Danny Kaye Show,bridge,hard,"hotpotqa_5ab520645542991779162d85_2,hotpotqa_5ab520645542991779162d85_6","[""Gone Are the Dayes"", ""Harvey Korman""]",[]
5a7f53445542992097ad2f15,Which star of A Family Affair was born in September of 1948?,Samuel Hui,bridge,hard,"hotpotqa_5a7f53445542992097ad2f15_6,hotpotqa_5a7f53445542992097ad2f15_5","[""A Family Affair (1984 film)"", ""Samuel Hui""]",[]
5a77ad2f55429967ab105225,Sony/Philips Digital Interface Format can transmit over what Toshiba optical fiber connector system?,"TOSLINK (from ""Toshiba Link"") is a standardized optical fiber connector system.",bridge,hard,"hotpotqa_5a77ad2f55429967ab105225_7,hotpotqa_5a77ad2f55429967ab105225_9","[""S/PDIF"", ""TOSLINK""]",[]
5a84a97f5542992a431d1a87,Which British engineering company is best known for its luxury motor cars in the era of British history that covers the brief reign of King Edward VII?,D. Napier & Son,bridge,hard,"hotpotqa_5a84a97f5542992a431d1a87_1,hotpotqa_5a84a97f5542992a431d1a87_8","[""D. Napier &amp; Son"", ""Edwardian era""]",[]
5ab6f7415542991d322236f4,Sadok Sassi played for a national team that made its first World Cup in what year?,1978,bridge,hard,"hotpotqa_5ab6f7415542991d322236f4_6,hotpotqa_5ab6f7415542991d322236f4_4","[""Sadok Sassi"", ""Tunisia national football team""]",[]
5a8e0b7f5542995085b373ae,Mount Gunnison was named in honor of an explorer born in what year?,1812,bridge,hard,"hotpotqa_5a8e0b7f5542995085b373ae_8,hotpotqa_5a8e0b7f5542995085b373ae_2","[""Mount Gunnison"", ""John Williams Gunnison""]",[]
5a8d8f77554299068b959d3e,Stephen Smith appears on ESPN First Take alongside which HBO boxing commentator?,Max Kellerman,bridge,hard,"hotpotqa_5a8d8f77554299068b959d3e_7,hotpotqa_5a8d8f77554299068b959d3e_6","[""Stephen A. Smith"", ""Max Kellerman""]",[]
5ae267a35542992decbdccee,Inductivism was a scientific method attributed to a man that served in what two capacities?,Attorney General and as Lord Chancellor of England,bridge,hard,"hotpotqa_5ae267a35542992decbdccee_0,hotpotqa_5ae267a35542992decbdccee_8","[""Inductivism"", ""Francis Bacon""]",[]
5ae721c15542996d980e7cbc,Raúl Arellano played for Mexico in which football tournament in 1954?,FIFA World Cup,bridge,hard,"hotpotqa_5ae721c15542996d980e7cbc_9,hotpotqa_5ae721c15542996d980e7cbc_4","[""Ra\u00fal Arellano"", ""1954 FIFA World Cup""]",[]
5ac2782d55429963665199cc,Aleksandras Stulginskis' successor held office between what dates?,7 June 1926 to 17 December 1926,bridge,hard,"hotpotqa_5ac2782d55429963665199cc_8,hotpotqa_5ac2782d55429963665199cc_3","[""Aleksandras Stulginskis"", ""Kazys Grinius""]",[]
5a758ba75542992db9473677,Who was born first Garo Yepremian or Michael Casey ?,"""Garo"" Yepremian",comparison,hard,"hotpotqa_5a758ba75542992db9473677_1,hotpotqa_5a758ba75542992db9473677_0","[""Garo Yepremian"", ""Michael Casey (poet)""]",[]
5a8d77525542994ba4e3dc90,The Northern Circuit dates from a year when a King of England married to whom sent his justices on circuit?,Eleanor of Aquitaine,bridge,hard,"hotpotqa_5a8d77525542994ba4e3dc90_0,hotpotqa_5a8d77525542994ba4e3dc90_6","[""Northern Circuit"", ""Henry II of England""]",[]
5abbfa8f55429965836003cc,"What is the English translation of the tier four league that TSV Schilksee was promoted to in 2014, following a league championship in the Schleswig-Holstein-Liga?",Regional League North,bridge,hard,"hotpotqa_5abbfa8f55429965836003cc_1,hotpotqa_5abbfa8f55429965836003cc_6","[""TSV Schilksee"", ""Regionalliga Nord""]",[]
5ae0ec48554299422ee9955a,"How was Ada Lovelace, the first computer programmer, related to Lord Byron in Childe Byron?",his daughter,bridge,hard,"hotpotqa_5ae0ec48554299422ee9955a_9,hotpotqa_5ae0ec48554299422ee9955a_4","[""Childe Byron"", ""Ada Lovelace""]",[]
5a8f7a7055429918e830d230,The Midland Regional Hospital in managed by what cabinet that exercises executive authority in the Republic of Ireland?,managed by the Irish Government's Health Service Executive,bridge,hard,"hotpotqa_5a8f7a7055429918e830d230_9,hotpotqa_5a8f7a7055429918e830d230_1","[""Midland Regional Hospital, Portlaoise"", ""Government of Ireland""]",[]
5ade82ba5542992fa25da7a3,Are Catasetum and Origanum in the same family?,no,comparison,hard,"hotpotqa_5ade82ba5542992fa25da7a3_5,hotpotqa_5ade82ba5542992fa25da7a3_8","[""Catasetum"", ""Origanum""]",[]
5a7a48c45542994f819ef1b7,With whom was a notable partner of Elena Krykanova a two-time Olympic champion with?,Oksana Grishuk,bridge,hard,"hotpotqa_5a7a48c45542994f819ef1b7_0,hotpotqa_5a7a48c45542994f819ef1b7_8","[""Elena Krykanova"", ""Evgeni Platov""]",[]
5ab2deb75542991669774118,"Which Austrian and later American chess master who was also a highly influential writer and chess theoretician competed for the first contest  that was defined ""in advance"" as being for the world championship?",Steinitz,bridge,hard,"hotpotqa_5ab2deb75542991669774118_1,hotpotqa_5ab2deb75542991669774118_6","[""Development of the World Chess Championship"", ""Wilhelm Steinitz""]",[]
5a823fbf55429903bc27ba54,Grigori 3's music is commonly compared to an American rock band founded in what year?,1995,bridge,hard,"hotpotqa_5a823fbf55429903bc27ba54_6,hotpotqa_5a823fbf55429903bc27ba54_9","[""Grigori 3"", ""Evanescence""]",[]
5a8f5a185542992414482a71,Of these two publication--Báiki and Sick--what type of publication is the one that was published most frequently? ,satirical-humor magazine,comparison,hard,"hotpotqa_5a8f5a185542992414482a71_7,hotpotqa_5a8f5a185542992414482a71_9","[""B\u00e1iki"", ""Sick (magazine)""]",[]
5ab2b1e05542997061209685,What show does the host of The 2011 Teen Choice Awards ceremony currently star on?,The Big Bang Theory,bridge,hard,"hotpotqa_5ab2b1e05542997061209685_5,hotpotqa_5ab2b1e05542997061209685_2","[""2011 Teen Choice Awards"", ""Kaley Cuoco""]",[]
5a828c3355429940e5e1a8f0,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",Naruto Uzumaki,bridge,hard,"hotpotqa_5a828c3355429940e5e1a8f0_3,hotpotqa_5a828c3355429940e5e1a8f0_5","[""Kung Fu Magoo"", ""Maile Flanagan""]",[]
5ab851e35542990e739ec8c3,A. N. Prabhu Deva is the former vice chancellor of a university located in what state?,"Karnataka, India",bridge,hard,"hotpotqa_5ab851e35542990e739ec8c3_9,hotpotqa_5ab851e35542990e739ec8c3_4","[""A. N. Prabhu Deva"", ""Bangalore University""]",[]
5a8e3ed7554299068b959e82,"Which band did this American businessman, music publisher, writers' representative, filmmaker and record label executive manage while simultaneously managing this group of the album ""More Hot Rocks?""",the Beatles,bridge,hard,"hotpotqa_5a8e3ed7554299068b959e82_9,hotpotqa_5a8e3ed7554299068b959e82_4","[""More Hot Rocks (Big Hits &amp; Fazed Cookies)"", ""Allen Klein""]",[]
5a7be294554299294a54ab44,Bill McCollum took a leadership role in the Senate trial that began on which date?,"December 19, 1998",bridge,hard,"hotpotqa_5a7be294554299294a54ab44_3,hotpotqa_5a7be294554299294a54ab44_8","[""Bill McCollum"", ""Impeachment of Bill Clinton""]",[]
5ae04ea555429924de1b709e,Rawlins Park is a small public park in a neighborhood that got its name due to what ?,its riverside location,bridge,hard,"hotpotqa_5ae04ea555429924de1b709e_9,hotpotqa_5ae04ea555429924de1b709e_2","[""General John A. Rawlins"", ""Foggy Bottom""]",[]
5a728f3c5542992359bc30f4,"Which football club appeared in the 2015 FA Community Shield Cup, as well as, the 2014–15 Premier League championship?",Chelsea,bridge,hard,"hotpotqa_5a728f3c5542992359bc30f4_3,hotpotqa_5a728f3c5542992359bc30f4_8","[""2015 FA Community Shield"", ""2014\u201315 Premier League""]",[]
5ac3959855429939154137f0,What is the name of the role that Cleo Demetriou played in the series So Awkward ? ,Lily Hampton,bridge,hard,"hotpotqa_5ac3959855429939154137f0_4,hotpotqa_5ac3959855429939154137f0_9","[""Cleo Demetriou"", ""So Awkward""]",[]
5a8782f25542996e4f308818,Live Acoustic America features a cover of a Beatles song that peaked at what number in the United Kingdom?,4,bridge,hard,"hotpotqa_5a8782f25542996e4f308818_9,hotpotqa_5a8782f25542996e4f308818_5","[""Live Acoustic America"", ""Come Together""]",[]
5ae791245542997b22f6a7a3,Nikhil Nanda is the son of the insurance advisor in what business?,life insurance,bridge,hard,"hotpotqa_5ae791245542997b22f6a7a3_9,hotpotqa_5ae791245542997b22f6a7a3_5","[""Nikhil Nanda"", ""Ritu Nanda""]",[]
5ae5366e5542990ba0bbb22b,Æthelweard was an author of a Latin version of which collection of Old English annals?,Anglo-Saxon Chronicle,bridge,hard,"hotpotqa_5ae5366e5542990ba0bbb22b_2,hotpotqa_5ae5366e5542990ba0bbb22b_4","[""\u00c6thelweard (historian)"", ""Anglo-Saxon Chronicle""]",[]
5abadcb35542996606241647,The languages Hussein Ali Mahfouz studied are spoken by how many people?,more than 330 million people,bridge,hard,"hotpotqa_5abadcb35542996606241647_5,hotpotqa_5abadcb35542996606241647_9","[""Hussein Ali Mahfouz"", ""Semitic languages""]",[]
5ab7f78f5542991d322237e6,Co-Dependents' Day is an episode of a tv show season which began when?,"Sunday, November 2, 2003",bridge,hard,"hotpotqa_5ab7f78f5542991d322237e6_8,hotpotqa_5ab7f78f5542991d322237e6_2","[""Co-Dependents' Day"", ""The Simpsons (season 15)""]",[]
5a79178d554299029c4b5ef9,Which member of the music group Guy spearheaded the fusion genre New Jack Swing with Bernard Belle in the 1980's? ,Teddy Riley,bridge,hard,"hotpotqa_5a79178d554299029c4b5ef9_9,hotpotqa_5a79178d554299029c4b5ef9_1","[""Aaron Hall (singer)"", ""New jack swing""]",[]
5a8c5eca554299240d9c213d,What are the anchor stores for the shopping mall constructed by C.J. Segerstrom & Sons in California?  ,"three Macy's stores, Sears, Nordstrom, Bloomingdale's, and Saks Fifth Avenue",bridge,hard,"hotpotqa_5a8c5eca554299240d9c213d_0,hotpotqa_5a8c5eca554299240d9c213d_5","[""C.J. Segerstrom &amp; Sons"", ""South Coast Plaza""]",[]
5ae5c212554299546bf82f4b,The Clavivox was invented by an American composer who was born Harry Warnow in what year?,1908,bridge,hard,"hotpotqa_5ae5c212554299546bf82f4b_5,hotpotqa_5ae5c212554299546bf82f4b_0","[""Clavivox"", ""Raymond Scott""]",[]
5ae736cb5542991bbc9761c2,This aircraft carrier served as a recovery ship for this flight which circled the earth how many times?,three,bridge,hard,"hotpotqa_5ae736cb5542991bbc9761c2_3,hotpotqa_5ae736cb5542991bbc9761c2_0","[""USS Randolph (CV-15)"", ""John Glenn""]",[]
5ab9b939554299743d22ebca,"What is the name of this American entrepreneur-businessman and author from Michigan, who incumbent Governor Jennifer Granholm was elected over in the 2005 Michigan gubernatorial election?",Dick DeVos,bridge,hard,"hotpotqa_5ab9b939554299743d22ebca_0,hotpotqa_5ab9b939554299743d22ebca_8","[""Michigan gubernatorial election, 2006"", ""Dick DeVos""]",[]
5a8463d05542990548d0b2a5,What American actress stars in Tainted?,Shari Shattuck,bridge,hard,"hotpotqa_5a8463d05542990548d0b2a5_0,hotpotqa_5a8463d05542990548d0b2a5_1","[""Tainted"", ""Shari Shattuck""]",[]
5a7da6015542995f4f40229d,What was the third studio album released by Richard Melville Hall?,Everything Is Wrong,bridge,hard,"hotpotqa_5a7da6015542995f4f40229d_1,hotpotqa_5a7da6015542995f4f40229d_4","[""Everything Is Wrong (album)"", ""Moby""]",[]
5ab2f85b55429929539468dc,The Oera Linda Book is a manuscript written in a language spoken between what centuries?,8th and 16th centuries,bridge,hard,"hotpotqa_5ab2f85b55429929539468dc_5,hotpotqa_5ab2f85b55429929539468dc_6","[""Oera Linda Book"", ""Old Frisian""]",[]
5a75f7db5542994ccc918670,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier,comparison,hard,"hotpotqa_5a75f7db5542994ccc918670_6,hotpotqa_5a75f7db5542994ccc918670_0","[""Saint-Usuge Spaniel"", ""American Hairless Terrier""]",[]
5abfa5fb5542990832d3a183,"Where is the  city and ""comune"" in Emilia-Romagna in which talian Renaissance painter ;Ludovico Mazzolino located ","northern Italy,",bridge,hard,"hotpotqa_5abfa5fb5542990832d3a183_9,hotpotqa_5abfa5fb5542990832d3a183_1","[""Ludovico Mazzolino"", ""Ferrara""]",[]
5ae588cb55429960a22e0300,"Which plant, the Chaerophyllum or the Cryptanthus, can be found in various places across the world?",Chaerophyllum,comparison,hard,"hotpotqa_5ae588cb55429960a22e0300_0,hotpotqa_5ae588cb55429960a22e0300_6","[""Chaerophyllum"", ""Cryptanthus""]",[]
5a7ab1e955429931da12c95d,Where are the main administrative offices of the institute located where K. S. Babu earned his PhD in 1986?,Honolulu,bridge,hard,"hotpotqa_5a7ab1e955429931da12c95d_5,hotpotqa_5a7ab1e955429931da12c95d_6","[""K. S. Babu"", ""University of Hawaii""]",[]
5a79c8945542994bb945709e,"What year did the director of ""Madadayo"" die?",1998,bridge,hard,"hotpotqa_5a79c8945542994bb945709e_2,hotpotqa_5a79c8945542994bb945709e_4","[""Hisashi Igawa"", ""Akira Kurosawa""]",[]
5ac0805f5542992a796ded29,"When was the author of ""Albert Speer: His Battle with Truth""  convicted? ",1968,bridge,hard,"hotpotqa_5ac0805f5542992a796ded29_1,hotpotqa_5ac0805f5542992a796ded29_8","[""Albert Speer (play)"", ""Gitta Sereny""]",[]
5ab310bb554299233954fef9,"Which author found inspiration in their career prior to writing, Hart Crane or John le Carré?",John le Carré,comparison,hard,"hotpotqa_5ab310bb554299233954fef9_7,hotpotqa_5ab310bb554299233954fef9_2","[""Hart Crane"", ""John le Carr\u00e9""]",[]
5ade4801554299728e26c6ab,Wolf and Sheep was screened at which 2016 film festival?,69th Cannes Film Festival,bridge,hard,"hotpotqa_5ade4801554299728e26c6ab_9,hotpotqa_5ade4801554299728e26c6ab_0","[""Wolf and Sheep"", ""2016 Cannes Film Festival""]",[]
5aba33985542994dbf0198c3,Who was undefeated since the Athens games with 28 medals?,Michael Phelps,bridge,hard,"hotpotqa_5aba33985542994dbf0198c3_8,hotpotqa_5aba33985542994dbf0198c3_1","[""Klete Keller"", ""Michael Phelps""]",[]
5ac3e01d5542997ea680c969,Dianne Hiles is the current Australian Greens candidate for which 1968 federal proclamation? ,Division of Sydney,bridge,hard,"hotpotqa_5ac3e01d5542997ea680c969_8,hotpotqa_5ac3e01d5542997ea680c969_6","[""Dianne Hiles"", ""Division of Sydney""]",[]
5ab3a84b554299233954ff7b,What year did a Russian soprano opera singer born in October 1926 leave Russia with her cellist husband and daughter?,1974,bridge,hard,"hotpotqa_5ab3a84b554299233954ff7b_2,hotpotqa_5ab3a84b554299233954ff7b_7","[""Galina Vishnevskaya"", ""Elena Rostropovich""]",[]
5ab8723c55429934fafe6dbc,The 2013–14 Phoenix Suns season brought back a player who now plays for what team?,Houston Rockets,bridge,hard,"hotpotqa_5ab8723c55429934fafe6dbc_1,hotpotqa_5ab8723c55429934fafe6dbc_5","[""2013\u201314 Phoenix Suns season"", ""P. J. Tucker""]",[]
