idx,question,answer,answer_aliases,answerable,gold_idx,gold_titles,support_para_idxs,hop_count
3hop1__178435_547811_80702,What is the name of the famous bridge in the birthplace of Gloria in D Major's composer?,Rialto Bridge,"[""Ponte di Rialto""]",1,"musique_3hop1__178435_547811_80702_1,musique_3hop1__178435_547811_80702_2,musique_3hop1__178435_547811_80702_9","[""Orlando furioso (Vivaldi, 1714)"", ""Gloria (Vivaldi)"", ""Rialto Bridge""]","[1, 2, 9]",3
3hop1__820301_720914_41132,How many times did plague occur in the place where Crucifixion's creator died?,22,[],1,"musique_3hop1__820301_720914_41132_2,musique_3hop1__820301_720914_41132_10,musique_3hop1__820301_720914_41132_16","[""Crucifixion (Titian)"", ""Black Death"", ""The Martyrdom of Saint Lawrence (Titian)""]","[2, 10, 16]",3
3hop1__801799_547811_41132,How many times did plague occur in the birth city of the composer of La fida ninfa?,22,[],1,"musique_3hop1__801799_547811_41132_7,musique_3hop1__801799_547811_41132_9,musique_3hop1__801799_547811_41132_14","[""Black Death"", ""Orlando furioso (Vivaldi, 1714)"", ""La fida ninfa""]","[7, 9, 14]",3
3hop1__222497_737465_93723,"Who played Spyder, from the ""Once Upon a Time"" film set in the place of death of the composer of Al gran sole carico d'amore?",Jason Momoa,[],1,"musique_3hop1__222497_737465_93723_3,musique_3hop1__222497_737465_93723_5,musique_3hop1__222497_737465_93723_16","[""Al gran sole carico d'amore"", ""Alessandro Zezzos"", ""Once Upon a Time in Venice""]","[3, 5, 16]",3
3hop1__857_846_7798,What was the overwhelming ethnic majority in the city where the Yongle emperor greeted the person to whom the edict was addressed?,Han nationality,[],1,"musique_3hop1__857_846_7798_3,musique_3hop1__857_846_7798_4,musique_3hop1__857_846_7798_11","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]","[3, 4, 11]",3
3hop1__208108_547811_41132,How many times did plague occur in the birthplace of La Silvia's composer?,22,[],1,"musique_3hop1__208108_547811_41132_3,musique_3hop1__208108_547811_41132_13,musique_3hop1__208108_547811_41132_14","[""Orlando furioso (Vivaldi, 1714)"", ""Black Death"", ""La Silvia""]","[3, 13, 14]",3
3hop2__326964_7861_7713,How long had the city containing some of the finest and oldest museums in China been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_7861_7713_0,musique_3hop2__326964_7861_7713_18,musique_3hop2__326964_7861_7713_19","[""Nanjing"", ""Nanjing"", ""Yaxing Coach""]","[0, 18, 19]",3
3hop1__857_846_7849,What other types of theater performance are seen in the city where the Yongle emperor greeted the person to whom the edict was addressed?,"Suzhou pingtan, spoken theatre and puppet theatre","[""Suzhou""]",1,"musique_3hop1__857_846_7849_0,musique_3hop1__857_846_7849_9,musique_3hop1__857_846_7849_13","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]","[0, 9, 13]",3
3hop1__865037_214799_259594,Border troops of the country of literature of the country of citizenship of Rainer Ernst are from what country?,GDR,"[""German Democratic Republic"", ""East Germany""]",1,"musique_3hop1__865037_214799_259594_3,musique_3hop1__865037_214799_259594_4,musique_3hop1__865037_214799_259594_7","[""Rainer Ernst"", ""Heinz-Josef Gro\u00dfe"", ""Literature of East Germany""]","[3, 4, 7]",3
3hop1__857_846_7713,"How long was the city where the Yongle Emperor greeted the leader that the edict was addressed to, the capital city of Yangzhou?",about 400 years,[],1,"musique_3hop1__857_846_7713_3,musique_3hop1__857_846_7713_6,musique_3hop1__857_846_7713_10","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]","[3, 6, 10]",3
3hop1__320697_547811_41132,How many times did plague occur in the birth city of the composer of Nulla in mundo pax sincera?,22,[],1,"musique_3hop1__320697_547811_41132_1,musique_3hop1__320697_547811_41132_3,musique_3hop1__320697_547811_41132_11","[""Nulla in mundo pax sincera"", ""Orlando furioso (Vivaldi, 1714)"", ""Black Death""]","[1, 3, 11]",3
3hop2__326964_7719_7713,How long had the place where the Jin court reestablished itself after fleeing been the capitol city of the headquarters location of Yaxing Coach?,about 400 years,[],1,"musique_3hop2__326964_7719_7713_2,musique_3hop2__326964_7719_7713_4,musique_3hop2__326964_7719_7713_8","[""Nanjing"", ""Yaxing Coach"", ""Nanjing""]","[2, 4, 8]",3
3hop1__857_846_7846,Which opera company is based in the city where the Yongle Emperor greeted the leader that the edict was addressed to?,Jiangsu Peking Opera Institute,[],1,"musique_3hop1__857_846_7846_3,musique_3hop1__857_846_7846_13,musique_3hop1__857_846_7846_17","[""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]","[3, 13, 17]",3
3hop1__857_846_7795,"In 2011, what was the estimated population of the city where the Yongle emperor greeted the person to whom the edict was addressed?",8.11 million,[],1,"musique_3hop1__857_846_7795_4,musique_3hop1__857_846_7795_15,musique_3hop1__857_846_7795_16","[""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]","[4, 15, 16]",3
3hop1__796649_720914_41132,How many times did the plague occur in the city where Flora's painter died?,22,[],1,"musique_3hop1__796649_720914_41132_1,musique_3hop1__796649_720914_41132_13,musique_3hop1__796649_720914_41132_19","[""Black Death"", ""The Martyrdom of Saint Lawrence (Titian)"", ""Flora (Titian)""]","[1, 13, 19]",3
3hop1__857_846_7702,What is the meaning of the name of the city where the Yongle emperor greeted the person to whom the edict was addressed?,"""Southern Capital""","[""Nanjing"", ""Nankin"", ""Nanking""]",1,"musique_3hop1__857_846_7702_4,musique_3hop1__857_846_7702_9,musique_3hop1__857_846_7702_17","[""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[4, 9, 17]",3
3hop1__409517_547811_80702,What is the name of the famous bridge in the birth city of the composer of Scanderbeg?,Rialto Bridge,"[""Ponte di Rialto""]",1,"musique_3hop1__409517_547811_80702_8,musique_3hop1__409517_547811_80702_14,musique_3hop1__409517_547811_80702_15","[""Scanderbeg (opera)"", ""Rialto Bridge"", ""Orlando furioso (Vivaldi, 1714)""]","[8, 14, 15]",3
3hop1__208108_547811_80702,What is the name of the famous bridge in the city where the composer of La Silvia was born?,Rialto Bridge,"[""Ponte di Rialto""]",1,"musique_3hop1__208108_547811_80702_5,musique_3hop1__208108_547811_80702_9,musique_3hop1__208108_547811_80702_12","[""Orlando furioso (Vivaldi, 1714)"", ""La Silvia"", ""Rialto Bridge""]","[5, 9, 12]",3
3hop2__326964_846_7713,How long had the city where the Yongle Emperor greeted the Karmapa been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_846_7713_2,musique_3hop2__326964_846_7713_8,musique_3hop2__326964_846_7713_16","[""Nanjing"", ""Yaxing Coach"", ""Sino-Tibetan relations during the Ming dynasty""]","[2, 8, 16]",3
3hop1__857_846_7810,What was where the Yongle emperor greeted who the edict addressed GDP per person in 2013?,"RMB 98,174(US$16041)",[],1,"musique_3hop1__857_846_7810_2,musique_3hop1__857_846_7810_7,musique_3hop1__857_846_7810_18","[""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[2, 7, 18]",3
3hop1__409517_547811_41132,How many times did the plague occur in the birth city of the composer of Scanderbeg?,22,[],1,"musique_3hop1__409517_547811_41132_4,musique_3hop1__409517_547811_41132_6,musique_3hop1__409517_547811_41132_17","[""Black Death"", ""Scanderbeg (opera)"", ""Orlando furioso (Vivaldi, 1714)""]","[4, 6, 17]",3
3hop2__326964_7707_7713,How long had the city considered the nominal capitol of the Republic of China been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_7707_7713_0,musique_3hop2__326964_7707_7713_14,musique_3hop2__326964_7707_7713_16","[""Yaxing Coach"", ""Nanjing"", ""Nanjing""]","[0, 14, 16]",3
3hop1__843207_755530_88011,Where is the Bridge of Sighs located in the place of death of Sonata pian'e forte's composer?,passes over the Rio di Palazzo,[],1,"musique_3hop1__843207_755530_88011_5,musique_3hop1__843207_755530_88011_9,musique_3hop1__843207_755530_88011_16","[""Johann Grabbe"", ""Sonata pian' e forte"", ""Bridge of Sighs""]","[5, 9, 16]",3
3hop1__857_846_7701,When did the city where the Yongle emperor greeted the person to whom the edict was addressed become the Chinese national capital?,Jin dynasty,[],1,"musique_3hop1__857_846_7701_5,musique_3hop1__857_846_7701_7,musique_3hop1__857_846_7701_17","[""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[5, 7, 17]",3
3hop1__178435_547811_41132,How many times did plague occur in the birthplace of the composer of Gloria in D Major?,22,[],1,"musique_3hop1__178435_547811_41132_3,musique_3hop1__178435_547811_41132_10,musique_3hop1__178435_547811_41132_11","[""Black Death"", ""Orlando furioso (Vivaldi, 1714)"", ""Gloria (Vivaldi)""]","[3, 10, 11]",3
3hop1__857_846_7794,"In 2010, what was the population of the city where the Yongle emperor greeted the person to whom the edict was addressed?",8.005 million,[],1,"musique_3hop1__857_846_7794_0,musique_3hop1__857_846_7794_1,musique_3hop1__857_846_7794_5","[""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]","[0, 1, 5]",3
3hop1__312146_720914_41132,How many times did plague occur in the place where Vanity's creator died?,22,[],1,"musique_3hop1__312146_720914_41132_1,musique_3hop1__312146_720914_41132_3,musique_3hop1__312146_720914_41132_13","[""The Martyrdom of Saint Lawrence (Titian)"", ""Vanity (Titian)"", ""Black Death""]","[1, 3, 13]",3
3hop1__320697_547811_80702,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,"[""Ponte di Rialto""]",1,"musique_3hop1__320697_547811_80702_1,musique_3hop1__320697_547811_80702_2,musique_3hop1__320697_547811_80702_7","[""Nulla in mundo pax sincera"", ""Rialto Bridge"", ""Orlando furioso (Vivaldi, 1714)""]","[1, 2, 7]",3
3hop1__857_846_7887,How many tourists does visit annually the city where the Yongle Emperor greeted the one seen addressed on an preserved edict.,thousands,[],1,"musique_3hop1__857_846_7887_5,musique_3hop1__857_846_7887_6,musique_3hop1__857_846_7887_13","[""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]","[5, 6, 13]",3
3hop1__689538_547811_80702,What is the name of the famous bridge in the city where the composer of La costanza trionfante degl'amori e de gl'odii was born?,Rialto Bridge,"[""Ponte di Rialto""]",1,"musique_3hop1__689538_547811_80702_3,musique_3hop1__689538_547811_80702_4,musique_3hop1__689538_547811_80702_18","[""La costanza trionfante degl'amori e de gl'odii"", ""Orlando furioso (Vivaldi, 1714)"", ""Rialto Bridge""]","[3, 4, 18]",3
3hop1__857_846_7769,How many square miles is the city where the Yongle emperor greeted the person to whom the edict was addressed?,"2,548 sq mi",[],1,"musique_3hop1__857_846_7769_12,musique_3hop1__857_846_7769_13,musique_3hop1__857_846_7769_19","[""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]","[12, 13, 19]",3
3hop1__280834_547811_80702,What is the name of the famous bridge in the birthplace of Bajazet's composer?,Rialto Bridge,"[""Ponte di Rialto""]",1,"musique_3hop1__280834_547811_80702_6,musique_3hop1__280834_547811_80702_7,musique_3hop1__280834_547811_80702_11","[""Rialto Bridge"", ""Orlando furioso (Vivaldi, 1714)"", ""Bajazet (opera)""]","[6, 7, 11]",3
3hop1__280834_547811_41132,How many times did plague occur in the place where Bajazet's composer was born?,22,[],1,"musique_3hop1__280834_547811_41132_4,musique_3hop1__280834_547811_41132_9,musique_3hop1__280834_547811_41132_12","[""Orlando furioso (Vivaldi, 1714)"", ""Black Death"", ""Bajazet (opera)""]","[4, 9, 12]",3
3hop1__857_846_7872,What is the name of the football club from the city where the Yongle emperor greeted the person to whom the edict was addressed?,Jiangsu Sainty,[],1,"musique_3hop1__857_846_7872_1,musique_3hop1__857_846_7872_6,musique_3hop1__857_846_7872_18","[""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]","[1, 6, 18]",3
3hop1__222497_309482_89834,When did the merchant of the city where the composer of Al gran sole carico d'amore takes place?,16th - century,[],1,"musique_3hop1__222497_309482_89834_2,musique_3hop1__222497_309482_89834_8,musique_3hop1__222497_309482_89834_18","[""Alessandro Zezzos"", ""The Merchant of Venice"", ""Al gran sole carico d'amore""]","[2, 8, 18]",3
3hop1__857_846_7874,What is the name of the major basketball team from the city where the Yongle emperor greeted the person to whom the edict was addressed?,Jiangsu Nangang Basketball Club,[],1,"musique_3hop1__857_846_7874_6,musique_3hop1__857_846_7874_8,musique_3hop1__857_846_7874_14","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]","[6, 8, 14]",3
3hop1__820301_720914_27537,Why did Roncalli leave the place where Crucifixion's creator died?,for the conclave in Rome,"[""Rome"", ""Roma""]",1,"musique_3hop1__820301_720914_27537_3,musique_3hop1__820301_720914_27537_5,musique_3hop1__820301_720914_27537_11","[""The Martyrdom of Saint Lawrence (Titian)"", ""Pope John XXIII"", ""Crucifixion (Titian)""]","[3, 5, 11]",3
3hop1__222497_309482_27537,Why did Roncalli leave the place where the composer of Al gran sole carico d'amore worked?,for the conclave in Rome,"[""Rome""]",1,"musique_3hop1__222497_309482_27537_0,musique_3hop1__222497_309482_27537_12,musique_3hop1__222497_309482_27537_17","[""Al gran sole carico d'amore"", ""Pope John XXIII"", ""Alessandro Zezzos""]","[0, 12, 17]",3
3hop2__326964_7721_7713,How long had the city at the center of East Asia during the North-South division been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_7721_7713_6,musique_3hop2__326964_7721_7713_9,musique_3hop2__326964_7721_7713_16","[""Nanjing"", ""Nanjing"", ""Yaxing Coach""]","[6, 9, 16]",3
3hop1__857_846_7821,How many miles of highways are in the city where the Yongle emperor greeted the person to whom the edict was addressed?,140 mi,[],1,"musique_3hop1__857_846_7821_9,musique_3hop1__857_846_7821_15,musique_3hop1__857_846_7821_17","[""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]","[9, 15, 17]",3
3hop1__844109_720914_27537,Why did Roncalli leave the city where the creator of The Entombment died?,for the conclave in Rome,"[""Rome"", ""Roma""]",1,"musique_3hop1__844109_720914_27537_7,musique_3hop1__844109_720914_27537_11,musique_3hop1__844109_720914_27537_15","[""The Entombment (Titian, 1559)"", ""The Martyrdom of Saint Lawrence (Titian)"", ""Pope John XXIII""]","[7, 11, 15]",3
3hop1__857_846_7770,Where does the Yangtze River flow in the city where the Yongle emperor greeted the person to whom the edict was addressed?,past the west side and then north side,"[""West"", ""west"", ""W""]",1,"musique_3hop1__857_846_7770_8,musique_3hop1__857_846_7770_9,musique_3hop1__857_846_7770_18","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]","[8, 9, 18]",3
3hop2__326964_7845_7713,How long had the home of some of the country's most prominent art groups been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_7845_7713_5,musique_3hop2__326964_7845_7713_16,musique_3hop2__326964_7845_7713_17","[""Nanjing"", ""Yaxing Coach"", ""Nanjing""]","[5, 16, 17]",3
3hop2__326964_36852_7713,How long was the city the Qing lost in 1853 the capital of the province where Yaxing Coach is headquartered?,about 400 years,[],1,"musique_3hop2__326964_36852_7713_4,musique_3hop2__326964_36852_7713_5,musique_3hop2__326964_36852_7713_15","[""Yaxing Coach"", ""Nanjing"", ""Qing dynasty""]","[4, 5, 15]",3
3hop2__36852_326964_7713,How long had the city the Qing lost in 1853 been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__36852_326964_7713_1,musique_3hop2__36852_326964_7713_8,musique_3hop2__36852_326964_7713_9","[""Nanjing"", ""Qing dynasty"", ""Yaxing Coach""]","[1, 8, 9]",3
3hop2__326964_7855_7713,How long had the city considered to be a place that is popular with tourists been the capital city of the location of the Yaxing Coach headquarters?,about 400 years,[],1,"musique_3hop2__326964_7855_7713_8,musique_3hop2__326964_7855_7713_9,musique_3hop2__326964_7855_7713_16","[""Nanjing"", ""Yaxing Coach"", ""Nanjing""]","[8, 9, 16]",3
3hop1__312146_720914_27537,Why did Roncali leave the city where the creator of Vanity died?,for the conclave in Rome,"[""Rome"", ""Roma""]",1,"musique_3hop1__312146_720914_27537_14,musique_3hop1__312146_720914_27537_15,musique_3hop1__312146_720914_27537_19","[""Pope John XXIII"", ""Vanity (Titian)"", ""The Martyrdom of Saint Lawrence (Titian)""]","[14, 15, 19]",3
3hop1__857_846_7888,What are three natural attractions in the city where the Yongle emperor greeted the person to whom the edict was addressed?,"lush green parks, natural scenic lakes, small mountains",[],1,"musique_3hop1__857_846_7888_5,musique_3hop1__857_846_7888_8,musique_3hop1__857_846_7888_13","[""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[5, 8, 13]",3
3hop1__796649_720914_27537,Why did Roncalli leave the city where the creator of Flora died?,for the conclave in Rome,"[""Rome""]",1,"musique_3hop1__796649_720914_27537_4,musique_3hop1__796649_720914_27537_5,musique_3hop1__796649_720914_27537_13","[""Pope John XXIII"", ""The Martyrdom of Saint Lawrence (Titian)"", ""Flora (Titian)""]","[4, 5, 13]",3
3hop1__857_846_7870,"Other than at the 1912 block found in the city where the Yongle Emperor met the leader that the edict was addressed to, where else are there lots of bars?",along Shanghai road and its neighbourhood,"[""Hu"", ""Shanghai""]",1,"musique_3hop1__857_846_7870_1,musique_3hop1__857_846_7870_5,musique_3hop1__857_846_7870_13","[""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[1, 5, 13]",3
3hop1__593288_720914_27537,Why did Roncalli leave the place where Violante's painter died?,for the conclave in Rome,"[""Rome"", ""Roma""]",1,"musique_3hop1__593288_720914_27537_2,musique_3hop1__593288_720914_27537_14,musique_3hop1__593288_720914_27537_16","[""Violante (Titian)"", ""The Martyrdom of Saint Lawrence (Titian)"", ""Pope John XXIII""]","[2, 14, 16]",3
3hop2__326964_265410_7713,How long had Anhua Gao's birthplace been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_265410_7713_2,musique_3hop2__326964_265410_7713_16,musique_3hop2__326964_265410_7713_18","[""Anhua Gao"", ""Yaxing Coach"", ""Nanjing""]","[2, 16, 18]",3
3hop1__857_846_7791,How many parties rule the city where the Yongle emperor greeted the person to whom the edict was addressed?,one-party,[],1,"musique_3hop1__857_846_7791_3,musique_3hop1__857_846_7791_4,musique_3hop1__857_846_7791_8","[""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]","[3, 4, 8]",3
3hop2__326964_263934_7713,How long had the place of birth of Tang Jinhua been the capital city of the Yaxing Coach headquarters location?,about 400 years,[],1,"musique_3hop2__326964_263934_7713_7,musique_3hop2__326964_263934_7713_11,musique_3hop2__326964_263934_7713_19","[""Nanjing"", ""Yaxing Coach"", ""Tang Jinhua""]","[7, 11, 19]",3
3hop2__36852_613770_7713,How long had the city where Qing lost in 1853 been the capital of the administrative territorial entity Guangling District is located?,about 400 years,[],1,"musique_3hop2__36852_613770_7713_8,musique_3hop2__36852_613770_7713_15,musique_3hop2__36852_613770_7713_18","[""Guangling District"", ""Qing dynasty"", ""Nanjing""]","[8, 15, 18]",3
3hop1__857_846_7752,Who moved the capitol from the city where the Yongle emperor greeted the person to whom the edict was addressed to Beijing?,Yuan Shikai,[],1,"musique_3hop1__857_846_7752_9,musique_3hop1__857_846_7752_11,musique_3hop1__857_846_7752_12","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]","[9, 11, 12]",3
3hop1__857_846_7890,How many places of higher learning are in the city where the Yongle emperor greeted the person to whom the edict was addressed?,75,[],1,"musique_3hop1__857_846_7890_14,musique_3hop1__857_846_7890_18,musique_3hop1__857_846_7890_19","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]","[14, 18, 19]",3
3hop2__326964_734214_7713,How long had Lynn Hung's birthplace been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_734214_7713_3,musique_3hop2__326964_734214_7713_12,musique_3hop2__326964_734214_7713_13","[""Nanjing"", ""Lynn Hung"", ""Yaxing Coach""]","[3, 12, 13]",3
3hop2__326964_789654_7713,How long had Mao Yushi's birthplace been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_789654_7713_4,musique_3hop2__326964_789654_7713_9,musique_3hop2__326964_789654_7713_19","[""Nanjing"", ""Yaxing Coach"", ""Mao Yushi""]","[4, 9, 19]",3
3hop2__326964_811351_7713,How long had Lijia Zhang's birthplace been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_811351_7713_12,musique_3hop2__326964_811351_7713_15,musique_3hop2__326964_811351_7713_16","[""Lijia Zhang"", ""Yaxing Coach"", ""Nanjing""]","[12, 15, 16]",3
3hop2__851134_613770_7713,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,about 400 years,[],1,"musique_3hop2__851134_613770_7713_6,musique_3hop2__851134_613770_7713_8,musique_3hop2__851134_613770_7713_15","[""Guangling District"", ""Pfrang Association"", ""Nanjing""]","[6, 8, 15]",3
3hop1__127821_157828_239539,Where is the headquarters of Radio Television of this country that has a co-official language that is the same as the language of Olivera Markovic?,Pristina,[],1,"musique_3hop1__127821_157828_239539_2,musique_3hop1__127821_157828_239539_13,musique_3hop1__127821_157828_239539_14","[""Serbian language"", ""Media in Pristina"", ""Olivera Markovi\u0107""]","[2, 13, 14]",3
3hop1__127837_157828_239539,Where is the headquarters of the Radio Television of the country that has a co-official language in the language that Kuhinjica is in?,Pristina,[],1,"musique_3hop1__127837_157828_239539_5,musique_3hop1__127837_157828_239539_6,musique_3hop1__127837_157828_239539_12","[""Kuhinjica"", ""Media in Pristina"", ""Serbian language""]","[5, 6, 12]",3
3hop1__127716_157828_239539,Where is the headquarter of the Radio Television of the country whose co-official language is the same as the one Politika is written in?,Pristina,[],1,"musique_3hop1__127716_157828_239539_6,musique_3hop1__127716_157828_239539_7,musique_3hop1__127716_157828_239539_14","[""Serbian language"", ""Media in Pristina"", ""Politika""]","[6, 7, 14]",3
3hop2__326964_464925_7713,How long had Michael Shen Fu-Tsung's birthplace been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_464925_7713_14,musique_3hop2__326964_464925_7713_17,musique_3hop2__326964_464925_7713_18","[""Michael Shen Fu-Tsung"", ""Nanjing"", ""Yaxing Coach""]","[14, 17, 18]",3
3hop1__465684_160545_60577,Where did they film The Beach in the country where Bodindecha died?,Ko Phi Phi Leh,"[""Ko Phi Phi Le""]",1,"musique_3hop1__465684_160545_60577_14,musique_3hop1__465684_160545_60577_16,musique_3hop1__465684_160545_60577_19","[""Bodindecha"", ""Bang Bon District"", ""The Beach (film)""]","[14, 16, 19]",3
3hop1__818422_160545_60577,Where did they film The Beach in the country where Beatrice Heuser was born?,Ko Phi Phi Leh,"[""Ko Phi Phi Le""]",1,"musique_3hop1__818422_160545_60577_0,musique_3hop1__818422_160545_60577_4,musique_3hop1__818422_160545_60577_6","[""Beatrice Heuser"", ""Bang Bon District"", ""The Beach (film)""]","[0, 4, 6]",3
3hop1__145194_160545_60577,Where did they film The Beach in the country where Siddhi Savetsila was born?,Ko Phi Phi Leh,"[""Ko Phi Phi Le""]",1,"musique_3hop1__145194_160545_60577_7,musique_3hop1__145194_160545_60577_11,musique_3hop1__145194_160545_60577_19","[""Bang Bon District"", ""Siddhi Savetsila"", ""The Beach (film)""]","[7, 11, 19]",3
3hop2__851134_326964_7713,How long had Pfrang Association's headquarters location been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__851134_326964_7713_3,musique_3hop2__851134_326964_7713_7,musique_3hop2__851134_326964_7713_17","[""Pfrang Association"", ""Nanjing"", ""Yaxing Coach""]","[3, 7, 17]",3
3hop2__573858_326964_7713,How long had the headquarters location of China Sunergy been the capitol city of the headquarters location of Yaxing Coach?,about 400 years,[],1,"musique_3hop2__573858_326964_7713_3,musique_3hop2__573858_326964_7713_5,musique_3hop2__573858_326964_7713_17","[""Nanjing"", ""Yaxing Coach"", ""China Sunergy""]","[3, 5, 17]",3
3hop1__446612_160545_62931,Where was the film The Beach filmed in the country where Ercole Manfredi died?,island Koh Phi Phi,[],1,"musique_3hop1__446612_160545_62931_3,musique_3hop1__446612_160545_62931_9,musique_3hop1__446612_160545_62931_16","[""Ercole Manfredi"", ""Bang Bon District"", ""The Beach (film)""]","[3, 9, 16]",3
3hop1__818422_160545_62931,What part of the country that includes the birth city of Beatrice Heuser was the film The Beach filmed?,island Koh Phi Phi,[],1,"musique_3hop1__818422_160545_62931_0,musique_3hop1__818422_160545_62931_6,musique_3hop1__818422_160545_62931_8","[""Bang Bon District"", ""Beatrice Heuser"", ""The Beach (film)""]","[0, 6, 8]",3
3hop1__145194_160545_62931,The Beach was filmed in what location of the country that contains the birth city of Siddhi Savetsila?,island Koh Phi Phi,[],1,"musique_3hop1__145194_160545_62931_5,musique_3hop1__145194_160545_62931_9,musique_3hop1__145194_160545_62931_19","[""Bang Bon District"", ""Siddhi Savetsila"", ""The Beach (film)""]","[5, 9, 19]",3
3hop2__326964_851134_7713,How long had Pfrang Association's headquarters location been the capitol city of Yaxing Coach's headquarters location?,about 400 years,[],1,"musique_3hop2__326964_851134_7713_11,musique_3hop2__326964_851134_7713_14,musique_3hop2__326964_851134_7713_18","[""Nanjing"", ""Pfrang Association"", ""Yaxing Coach""]","[11, 14, 18]",3
3hop2__573858_613770_7713,How long had China Sunergy's headquarters location been the capitol city of the area where Guangling District was located?,about 400 years,[],1,"musique_3hop2__573858_613770_7713_2,musique_3hop2__573858_613770_7713_3,musique_3hop2__573858_613770_7713_15","[""China Sunergy"", ""Nanjing"", ""Guangling District""]","[2, 3, 15]",3
3hop1__465684_160545_62931,Where in the country where Bodindecha was born was The Beach filmed?,island Koh Phi Phi,[],1,"musique_3hop1__465684_160545_62931_6,musique_3hop1__465684_160545_62931_13,musique_3hop1__465684_160545_62931_14","[""Bodindecha"", ""Bang Bon District"", ""The Beach (film)""]","[6, 13, 14]",3
3hop1__462960_160545_60577,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh,"[""Ko Phi Phi Le""]",1,"musique_3hop1__462960_160545_60577_1,musique_3hop1__462960_160545_60577_13,musique_3hop1__462960_160545_60577_14","[""The Beach (film)"", ""Bang Bon District"", ""Pao Sarasin""]","[1, 13, 14]",3
3hop1__462960_160545_62931,Where was the film The Beach filmed in the country where Pao Sarasin was born?,island Koh Phi Phi,[],1,"musique_3hop1__462960_160545_62931_5,musique_3hop1__462960_160545_62931_14,musique_3hop1__462960_160545_62931_16","[""The Beach (film)"", ""Pao Sarasin"", ""Bang Bon District""]","[5, 14, 16]",3
